Country,Concept,LocalTerm,table_index,table_heading
México,"Aparato portátil para apagar fuegos o incendios de pequeña magnitud que consiste en una especie de botella grande en cuyo interior hay una sustancia líquida, espumosa o en forma de polvo (agua pulverizada, hidrocarburos, dióxido de carbono, etc.); para apagar el fuego se arroja un chorro de esta sustancia sobre el mismo Extintor","extintor, extinguidor",59,"Máquinas, técnica y materiales (11)"
Puerto Rico,"Aparato portátil para apagar fuegos o incendios de pequeña magnitud que consiste en una especie de botella grande en cuyo interior hay una sustancia líquida, espumosa o en forma de polvo (agua pulverizada, hidrocarburos, dióxido de carbono, etc.); para apagar el fuego se arroja un chorro de esta sustancia sobre el mismo Extintor","extinguidor de fuego, extintor",59,"Máquinas, técnica y materiales (11)"
España,Pequeño electrodoméstico que se utiliza para el afeitado Afeitadora,"afeitadora, máquina de afeitar",59,"Máquinas, técnica y materiales (11)"
Guatemala,Pequeño electrodoméstico que se utiliza para el afeitado Afeitadora,rasuradora eléctrica,59,"Máquinas, técnica y materiales (11)"
México,Pequeño electrodoméstico que se utiliza para el afeitado Afeitadora,rasuradora (eléctrica),59,"Máquinas, técnica y materiales (11)"
Puerto Rico,Pequeño electrodoméstico que se utiliza para el afeitado Afeitadora,"máquina de afeitar, rasuradora (eléctrica)",59,"Máquinas, técnica y materiales (11)"
España,Lamparilla utilizada para producir luz de manera continua durante un período de tiempo mediante una fuente de combustible a base de aceite Unnamed: 3_level_1,(el) candil,59,"Máquinas, técnica y materiales (11)"
Guatemala,Lamparilla utilizada para producir luz de manera continua durante un período de tiempo mediante una fuente de combustible a base de aceite Unnamed: 3_level_1,(el) candil,59,"Máquinas, técnica y materiales (11)"
México,Lamparilla utilizada para producir luz de manera continua durante un período de tiempo mediante una fuente de combustible a base de aceite Unnamed: 3_level_1,"aparato, candil, lámpara de alcohol, lámpara de gas, cachimba, lámpara de petróleo, mechero, (el) quinqué, toche, lámpara de queroseno",59,"Máquinas, técnica y materiales (11)"
Puerto Rico,Lamparilla utilizada para producir luz de manera continua durante un período de tiempo mediante una fuente de combustible a base de aceite Unnamed: 3_level_1,mechón,59,"Máquinas, técnica y materiales (11)"
España,Máquina para fotocopiar Fotocopiadora,fotocopiadora,59,"Máquinas, técnica y materiales (11)"
Guatemala,Máquina para fotocopiar Fotocopiadora,fotocopiadora,59,"Máquinas, técnica y materiales (11)"
México,Máquina para fotocopiar Fotocopiadora,copiadora,59,"Máquinas, técnica y materiales (11)"
Puerto Rico,Máquina para fotocopiar Fotocopiadora,fotocopiadora,59,"Máquinas, técnica y materiales (11)"
España,Vehículo automóvil de cuatro ruedas para 2 a 6 pasajeros,"coche, auto (en desuso), automóvil (formal)",60,Automóvil (1)
Guatemala,Vehículo automóvil de cuatro ruedas para 2 a 6 pasajeros,"carro, automóvil",60,Automóvil (1)
México,Vehículo automóvil de cuatro ruedas para 2 a 6 pasajeros,"carro, auto, coche, mueble (algunas zonas del norte del país), automóvil, nave, vehículo",60,Automóvil (1)
Puerto Rico,Vehículo automóvil de cuatro ruedas para 2 a 6 pasajeros,carro,60,Automóvil (1)
España,Pago que se efectúa para poder utilizar ciertas vías,peaje,60,Automóvil (1)
Guatemala,Pago que se efectúa para poder utilizar ciertas vías,peaje,60,Automóvil (1)
México,Pago que se efectúa para poder utilizar ciertas vías,cuota,60,Automóvil (1)
Puerto Rico,Pago que se efectúa para poder utilizar ciertas vías,peaje,60,Automóvil (1)
España,Ponerse por delante de otro un vehículo,"adelantar, pasar",60,Automóvil (1)
Guatemala,Ponerse por delante de otro un vehículo,"rebasar, adelantar",60,Automóvil (1)
México,Ponerse por delante de otro un vehículo,rebasar,60,Automóvil (1)
Puerto Rico,Ponerse por delante de otro un vehículo,pasar,60,Automóvil (1)
España,Documento legal necesario para guiar un vehículo,"permiso de conducir, carné/carnet de conducir",60,Automóvil (1)
Guatemala,Documento legal necesario para guiar un vehículo,licencia de conducir,60,Automóvil (1)
México,Documento legal necesario para guiar un vehículo,"licencia de conducir, licencia de manejo",60,Automóvil (1)
Puerto Rico,Documento legal necesario para guiar un vehículo,licencia de conducir,60,Automóvil (1)
España,Compartimento de un automóvil para llevar el equipaje,"maletero,​ portabultos (Canarias)",60,Automóvil (1)
Guatemala,Compartimento de un automóvil para llevar el equipaje,baúl,60,Automóvil (1)
México,Compartimento de un automóvil para llevar el equipaje,"cajuela,​ portaequipaje",60,Automóvil (1)
Puerto Rico,Compartimento de un automóvil para llevar el equipaje,baúl,60,Automóvil (1)
España,Pieza de caucho que forma el exterior de una rueda,"neumático, goma, cubierta (Andalucía)",60,Automóvil (1)
Guatemala,Pieza de caucho que forma el exterior de una rueda,"llanta, neumático",60,Automóvil (1)
México,Pieza de caucho que forma el exterior de una rueda,llanta,60,Automóvil (1)
Puerto Rico,Pieza de caucho que forma el exterior de una rueda,goma,60,Automóvil (1)
España,"Automóvil bajo y de formas redondeadas, muy popular, fabricado por la casa alemana Volkswagen",escarabajo,60,Automóvil (1)
Guatemala,"Automóvil bajo y de formas redondeadas, muy popular, fabricado por la casa alemana Volkswagen",escarabajo,60,Automóvil (1)
México,"Automóvil bajo y de formas redondeadas, muy popular, fabricado por la casa alemana Volkswagen","vocho, bocho, vochito",60,Automóvil (1)
Puerto Rico,"Automóvil bajo y de formas redondeadas, muy popular, fabricado por la casa alemana Volkswagen","(el) volky, escarabajo",60,Automóvil (1)
España,Vehículo comercial ligero utilizado para transportar bienes o grupos de personas Furgoneta,"furgoneta, furgón, monovolumen",61,Automóvil (2)
Guatemala,Vehículo comercial ligero utilizado para transportar bienes o grupos de personas Furgoneta,microbús,61,Automóvil (2)
México,Vehículo comercial ligero utilizado para transportar bienes o grupos de personas Furgoneta,"camioneta, combi, furgoneta, (la) van",61,Automóvil (2)
Puerto Rico,Vehículo comercial ligero utilizado para transportar bienes o grupos de personas Furgoneta,"guagua, pisicorre, van",61,Automóvil (2)
España,Automóvil en el que patrullan los policías Vehículo policial,"vehículo policial, patrulla policial, coche policial",61,Automóvil (2)
Guatemala,Automóvil en el que patrullan los policías Vehículo policial,patrulla,61,Automóvil (2)
México,Automóvil en el que patrullan los policías Vehículo policial,patrulla,61,Automóvil (2)
Puerto Rico,Automóvil en el que patrullan los policías Vehículo policial,"patrulla, jara",61,Automóvil (2)
España,Luz utilizada para indicar la presencia y la anchura del vehículo cuando se le vea desde detrás Unnamed: 3_level_1,luz trasera,61,Automóvil (2)
Guatemala,Luz utilizada para indicar la presencia y la anchura del vehículo cuando se le vea desde detrás Unnamed: 3_level_1,"luz trasera, luz de stop",61,Automóvil (2)
México,Luz utilizada para indicar la presencia y la anchura del vehículo cuando se le vea desde detrás Unnamed: 3_level_1,calavera,61,Automóvil (2)
Puerto Rico,Luz utilizada para indicar la presencia y la anchura del vehículo cuando se le vea desde detrás Unnamed: 3_level_1,luz trasera,61,Automóvil (2)
España,"Pieza o aparato que llevan exteriormente los automóviles y otros vehículos, en la parte delantera y trasera, para amortiguar los efectos de un choque Parachoques","parachoques, defensa, paragolpes",61,Automóvil (2)
Guatemala,"Pieza o aparato que llevan exteriormente los automóviles y otros vehículos, en la parte delantera y trasera, para amortiguar los efectos de un choque Parachoques",(el) bómper,61,Automóvil (2)
México,"Pieza o aparato que llevan exteriormente los automóviles y otros vehículos, en la parte delantera y trasera, para amortiguar los efectos de un choque Parachoques",defensa,61,Automóvil (2)
Puerto Rico,"Pieza o aparato que llevan exteriormente los automóviles y otros vehículos, en la parte delantera y trasera, para amortiguar los efectos de un choque Parachoques",(el) bómper,61,Automóvil (2)
España,Bastidor con cristal que lleva el automóvil en su parte delantera para resguardar a los viajeros del aire cuando el vehículo se pone en movimiento Parabrisas,"parabrisas, luna delantera",62,Automóvil (3)
Guatemala,Bastidor con cristal que lleva el automóvil en su parte delantera para resguardar a los viajeros del aire cuando el vehículo se pone en movimiento Parabrisas,parabrisas,62,Automóvil (3)
México,Bastidor con cristal que lleva el automóvil en su parte delantera para resguardar a los viajeros del aire cuando el vehículo se pone en movimiento Parabrisas,parabrisas,62,Automóvil (3)
Puerto Rico,Bastidor con cristal que lleva el automóvil en su parte delantera para resguardar a los viajeros del aire cuando el vehículo se pone en movimiento Parabrisas,parabrisas,62,Automóvil (3)
España,"Embarcación pequeña con el fondo cóncavo, impulsada por remos, utiliza en lugares de aguas tranquilas o poco profundas Unnamed: 1_level_1","bote, barca",63,Otros medios de transporte y términos relacionados (1)
Guatemala,"Embarcación pequeña con el fondo cóncavo, impulsada por remos, utiliza en lugares de aguas tranquilas o poco profundas Unnamed: 1_level_1","bote, lancha",63,Otros medios de transporte y términos relacionados (1)
México,"Embarcación pequeña con el fondo cóncavo, impulsada por remos, utiliza en lugares de aguas tranquilas o poco profundas Unnamed: 1_level_1","lancha, bote, barca, panga",63,Otros medios de transporte y términos relacionados (1)
Puerto Rico,"Embarcación pequeña con el fondo cóncavo, impulsada por remos, utiliza en lugares de aguas tranquilas o poco profundas Unnamed: 1_level_1","yola, bote",63,Otros medios de transporte y términos relacionados (1)
España,Pequeño impreso que da derecho a viajar en un vehículo Título de transporte,"billete,​ pasaje (barco, avión)",63,Otros medios de transporte y términos relacionados (1)
Guatemala,Pequeño impreso que da derecho a viajar en un vehículo Título de transporte,"pasaje, ticket",63,Otros medios de transporte y términos relacionados (1)
México,Pequeño impreso que da derecho a viajar en un vehículo Título de transporte,boleto​,63,Otros medios de transporte y términos relacionados (1)
Puerto Rico,Pequeño impreso que da derecho a viajar en un vehículo Título de transporte,pasaje,63,Otros medios de transporte y términos relacionados (1)
España,Pequeño impreso que comprueba que se pagó el pasaje de un vehículo urbano Unnamed: 3_level_1,billete​,63,Otros medios de transporte y términos relacionados (1)
Guatemala,Pequeño impreso que comprueba que se pagó el pasaje de un vehículo urbano Unnamed: 3_level_1,"pasaje, comprobante, recibo",63,Otros medios de transporte y términos relacionados (1)
México,Pequeño impreso que comprueba que se pagó el pasaje de un vehículo urbano Unnamed: 3_level_1,"boleto,​ ticket",63,Otros medios de transporte y términos relacionados (1)
